# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
K12944	1.0796474215	0.0500246029	1.4703613359	4.3329826671	14.257969931	7.653443816099999	0.0968773454	3.4322621661	0.1905354963	1.4062204095	1.9966121435	1.0144672007	83.0777096036	0.1035136028	0.38157325119999996	1.2829879604999999	0.9262677639	0.3237606911	0	0.48943386870000005	1.2750770576	16.0702161389	0.9490753516999999	1.1211050087	2.7154553047000003	0.8450786089	1.8402727406000001	6.6888698739	8.7776655047	0	0	0	1.6268813011	0.1424514602	1.9657054881000002	0	7.9259252857	4.8723428746	1.8601529750999999	0.3725730086
K12945	1.4980494648	0.2109351231	1.5112168472	5.454546054400001	15.6693463355	8.2199055213	0	3.117169246	0.4944106087	1.2072372011	1.3974215784000001	0.8605507294000001	70.7982610211	0.1480063891	0.9626210436	1.4981213047	1.1298073	0.8177533544	0	0.5484118482	1.2131646508	14.5883579176	0.7230897428999999	2.0278336038	2.9446777368	1.2433903586	1.6414844967	6.6468623936	9.3278360924	0	0	0	1.8611045004000002	0.4928531395	1.8330664029	0.1698748219	9.1611674004	5.7727345096	1.2778801011999998	0.4349002947
K12952	0	9.5634688985	0.0267210894	13.7552023259	0.0910131743	1.4213935189	0.0923564648	0.0982057236	0.079850216	0.0817339448	4.6489380048	21.0744099463	0.1185389044	0.1667509248	21.856471841599998	14.438427694	0.082391368	16.543967889399998	0.0489799608	10.7188779143	0.7533472519	0.1115755333	1.6520972526	4.1523059904999995	0.7856369958	9.6666507556	0.0625924857	0.0232736241	0.7538231014	0	19.4827215818	0.1389705839	4.0578155162	0.0834156312	32.5954365723	11.4457360443	17.9418695926	0.0584333938	5.4506985978	1.4535032842
K12957	0.4203097576	0	0.4708838972	2.9588632558	5.6700511807	5.0672020904	0	2.3342292711	0.6362485546	0.2367349184	0.5745168423	0.1173186158	31.1943153174	0.0735205918	0.3101164924	0.6392353715	1.4241981028	0.0970034948	0.0901491121	0	0.419023601	11.6076685361	0.608366524	1.7004201554999998	1.2889452254	0.1784081151	0.4828339013	3.1151564107999996	2.7206185578000004	0	0	0	2.4208867449	0.2114841882	0.6381678289	0	1.8227461397	2.9810718294000003	0.4288923321	0.4505839511
K12960	15.681000487	8.9448708394	3.3974284054000004	2.648849945	8.228968208000001	4.6742979717	18.480803432200002	13.1164657361	8.518963272	13.0770885055	1.5384956830999998	10.372969589	3.897540422	15.8010178435	15.2101160578	3.9479540843	7.1612388721	2.1711750694	11.6022000234	17.8356940408	10.4688545046	3.6521107013	20.6580390343	3.2636901323	3.4909604716000002	9.4037932099	3.0327917332	6.1075291637	11.7438989382	7.265556447700001	7.4275020017	4.1900035091	7.9303231454	4.8065673883	9.6946660718	12.6494244769	12.2419454135	2.2129037325	4.9425041758	42.7686145706
K12961	1.1627460544	0.2664772117	1.7967595444	7.483571658900001	14.3333653754	10.736800343099999	0	3.8055938497	0.5671879622	0.6479264516	2.4429567027	0.8669500655	82.4653223463	0	1.2222238228	2.0101112278	1.2489310374	0.6666707702	0.2735392111	0.5576848278	1.0121765541	12.0853842638	1.2706717404	1.6754139767	2.4383530581	0.9668145648	2.3642508501	7.3946886458	10.2477465868	0	0	0	0.775936237	0.654675112	2.0018397801	0.218813119	10.6300294546	6.5254612054	1.3114709748	0.3995619449
K12962	1.4647079352999999	0.1482012301	1.7388735112	4.9902194626	13.5573430254	7.9587024314	0	3.2851450466	0.7761519483	0.6738435096	1.6196098761	1.0170278328	82.1819842443	0	0.314010073	2.2805625566	1.1867159405	0.6851162065	0.1436771614	0.5272656554	0.7555002031	18.9887154467	0.7029247926	1.4488878703	3.0017603935	0.8309811135	1.7037284397	6.8268903788	8.9707696513	0	0	0	3.0084545328	0.4923589685	1.3345598534	0	9.5981480895	5.6205632358	1.3071900435000001	0.3114926295
K12963	1.3069025555	0.1455547795	1.792425114	5.5057070442	14.050954934	9.6842708768	0	2.6426421888	0.2217576995	0.3369217548	2.3237880831	0.5986795568000001	77.8563360083	0	0.6920820187000001	1.592773849	1.1859649597	0.8074583863	0	0.3624951381	0.4452054768	19.1422257235	1.1851413547999998	2.3448607341	2.3113555029999997	0.8705516428	1.8741012836	6.502278925	8.9806538011	0	0	0	2.4587733955999997	0.3868534753	1.6205369648999999	0	9.3149819056	6.0534942607	1.1907323771	0.2537447983
K12972	1.0521180604	0.1754027217	1.0318409607999999	4.9315183066	11.0323378513	10.8891589871	0	2.5550468075	0.3006360711	0.623518488	0.8167575836	0.9385117058	66.4639583286	0	0.8770818066	1.6944643946	2.4006752675	0.3567807688	0.1190338002	0.2028137355	0.6408203727	20.829593127	1.05883608	2.8032796541	2.3590036996	0.6064934942	1.3389148918	5.129877693	7.1119580382	0	0	0	2.8919124324	0.5993780427	1.2205310052	0.1377276246	7.4591868824	5.5270702377	1.3543149386	0.6398827787
K12973	0.9398309809	0.1492543035	1.3472253158999998	4.3430100454	13.0698565369	9.0628558531	0	2.3786166371	0.2241798103	0.917539342	1.3104209498	0.9547119825	69.8501567718	0	1.1341838787	1.1501218934	1.1423459144	0.4042518199	0.1630317305	0.3589757678	0.6572423894	13.7810010182	1.0145256782	1.8877516805	2.7258934867	0.9743522482	1.3919295942	5.7266805273	7.313371795899999	0	0	0	1.5792127698	0.446947219	1.4868033319	0.1467163207	8.9393828234	5.6527702876	1.7807209409	0.2366834771
K12974	0.8022134478	0.1705178013	0.7343413230000001	3.0468896765	9.148583099700001	5.148059797	0	2.1599038398	0.2905542915	0.2819319347	0.8869726535	0.43147690790000004	42.4445433823	0.1588321896	0.3042481019	0.8900036517	0.8335948005	0.4148857857	0	0.2075425531	0.8387650679	10.628448908700001	0.6655932945	1.1045434436000001	1.4833051229	0.5870867215	0.9739500453	0.6384897223	4.6682073014	0	0	0	1.3597830467	0.3066765892	0.9257212455	0.109619137	4.9559606492	3.0433518321	0.9091924115	0.2220174969
K12975	1.0722257182	0.1885891868	1.3294638446	4.988359013	13.3045982448	4.375064811700001	0	3.7728019819	0.3677038718	0.7721032567	1.8092314218	0.8029729339	80.8551168906	0.0472613305	0.7953718269	1.6106086574	0.0294279229	0.788629227	0.0234870816	0.4233416972	1.0224305513	9.856156349	1.0868779397	1.014980715	2.6702244206	1.5693766774	2.0565316225	7.4071122819	8.4366039292	0	0	0	0.1975740285	0.57112911	1.7423660562	0.1488652441	10.4328103317	3.7057928532999997	1.3983546283	0.1526086668
K12976	0	0	0	0	0	0.0678337944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12978	3.2394851142	4.5834080421	2.7723161828	2.6782964029	1.1507306323	0.9647750119	0	6.1984549945	5.4631741671	0	1.7499215355	8.1291905451	1.9109064782	0	0	0	2.2836683598	3.404500534	0	1.3962400143	0	5.7482080902	0	2.9405030266	0	0	0	2.2904837558	8.4417209611	0	1.474029264	3.0478811677	0	1.6372288339	0	0	0	3.669827966	2.5222633697	0.0640375373
K12979	0	0	0.2128019122	0.0746579355	0.0796519733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0717389874	0	0	0	0	0	0	0	0	0	0	0
K12981	0.0300434784	0	0	0	0.078024884	0	0	3.3914010081	0.2252275924	0	0.262238769	0.1998889083	74.3356376916	0	0	0.3033180641	0	0	0	0	0	0.815363292	0	0	0.2235735053	0.6078691858	0	0	0.2633422346	0	0	0	0	0	0	0	0	0.6237004172	0	0
K12984	0	0	0	0	0	0.0924188282	0	0	0	0	0	0	0	0	0.0755239661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K12986	0	0	0	0	0	0	0	1.9700770465	0.301782079	0	0.3346412318	0.4219817939	57.8210152228	0	0	0.0602096849	0	0	0	0	0	0.4958883078	0	0	0.3708909538	0.3126298069	0	0	0.2665991568	0	0	0	0	0	0	0	0	0.4091424215	0	0
K12990	0.1452583584	2.0783579027	0.2614267288	0.5926923972	0.4338323074	1.194848466	0	2.2936811628	1.5789941286	0	0.3260335412	0	6.0729883885	0	0	0.0488841355	0.2138936856	0.9516235837	0.4804390363	3.7635671281	0	0	4.4215613157	0.6078830407	0	0.1068730868	2.8397661266	0	0	2.4987249113	2.9528965124	0	2.9877636488	0	0	2.6274357277	1.2886435932	0.9685355482	0.3189381958	0
K12991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0704708104	0.0912137182	0	0	0	0	0	0
K12992	4.4687050854	4.1676044757	3.7203145248	4.3454871379	3.9953198352	2.3687434165	11.0418781654	7.0245547557	5.1667764614	12.621163798800001	3.0969040228	3.6218899263999997	0	18.7916809626	16.6683013501	5.4912832703	4.577981987499999	2.2599530343	5.3713982397999995	2.5506407665	8.395969659	5.0618819654	6.9243540724	2.9027766117	5.0847039329	2.7791459918	3.0173011532	5.3968710958	8.5221160135	5.0649169995	10.5322449521	6.8099755084	3.37805571	1.78645026	11.8830274342	5.0349261573	9.8351060678	2.8818227185	4.5368396353	7.1431723283999995
K12995	0.4633065933	1.4109001302	0.2881234889	0.054103824	0.0681554342	0	0	0	0	0.3221411604	0.6015898083	0	0.4582487865	0	0	0.0952906801	0	0	0.4415057636	0	0	0	1.6392262062	0.8786208037000001	0	0.3089333364	0.9962227737	0	0	0.9641476682	0	0.4776133746	15.9556349171	0.3471862661	0	5.7072853297	0.4478514003	5.2979710759000005	1.2980142814	1.0550033842
K12996	1.9476432616000001	25.5698753888	5.9427500305	5.8666888855	1.0734621339000001	1.2119223886000001	4.9380776311000005	3.5352730799999996	0.7494539788	28.301872590400002	15.537595956899999	1.6946533372	1.0489826529	3.4584632218999998	7.346568757	5.9611289334999995	4.8848282554	1.7118384945999998	2.9001820951	2.3032440625	0.2725378198	1.2054373374999998	0.2212706443	1.9594117371	0.9389136461	2.1634456449	12.8289837677	4.8882759431	0.8218940242	21.4780686621	8.1687127046	7.3455407651	3.5528604703999997	3.0969700076	8.7809267053	6.0293629432	13.2607176575	2.3120251324	1.6135412724	4.6591996945
K12997	0.409935023	0	0.1202893872	0.3074679829	0.156222608	0.5547216012999999	0.1073950514	0	0.2839340671	0	0.5000556634	0.5335583821	0.1286398492	0.5901520577	7.530264800099999	0.6597914457	0.4330399504	1.2001013221	0.2890820862	1.4664993181	1.7287247263	2.5626519109	0.0907573783	1.2397652954	6.4943656068	0.4097929015	0.6775231982	0.2283849658	1.0154787688	0	0.2008307191	0.7846946001	0	0	0	0.2301293854	1.7833250192	0.329539813	0	4.9019716509
K12998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1695039435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3065675534	0	0	0	0.5297529198
K12999	0	0	0	0	0	0.0811584232	0	0	0	0	0	0	0	0	4.7486731418999995	0	0	0	0	0	0	0	0	0	0.3138308071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13001	0.0834505095	0	0	0	0	0	0	0	0.1137464062	0	0	0	0	0	0	0	0	0.8864292713	0	0	0	0	0	0	0	0	0	1.2978533586	0	0	0	0	0.3695730784	0	0	0	0	0	0	0.1127754659
K13004	0	0	0.1876799524	0	0	0	0	0	0.0760056631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3750817192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0328173993	0	0
K13012	2.8098218955	1.346807067	5.6597908625999995	5.2107782505	8.4705870047	8.1253604637	0	0.3475030012	24.2518147632	17.1458971643	0.9669902894	1.3369936462	0.8535857526	0	1.7755472381	16.3749536102	1.9454116266	0.9408140046	8.5208609503	0.7182293002	0	0.1843850356	3.0455013692	8.9000724653	0.6764478597	0.3635916283	10.4567232807	7.769671151600001	0.2399087571	6.739450133	2.1997876176	1.2567415698	3.8408874764	0.5113484382	0.0735016766	1.2361804497	0.0457771759	0.2811408772	0.4826877081	3.5600998056
K13014	1.2884218828	0.2801242927	1.0685598151	5.6049538952999995	13.6938050129	8.5794560729	0	3.1145839926	0.3378666837	0.6638539158	1.2422766482	1.2345033723999999	74.4766962772	0	0.6971328374000001	1.4049467442	1.6189397469	0.7597218527	0.3258876855	0.3155954976	1.0948134681	18.5162393524	1.0763662140999999	2.0238421552	1.9820518695	0.9249611204	2.3873322551	6.0416086408	8.3282968754	0	0	0	1.8398252099	0.3013494727	1.3606395271	0	9.4446512003	5.654232115999999	1.4313045327	0.4024187785
K13016	0	1.6255915073	0.3134080372	0	0.5331858418	0	0	0	0	0	0	0.8536069702	0	0	0	0	0.3738967893	0	0	0.0696161517	0	0	0.41083299419999997	0.2612314036	0	0.6923159784	0	0.4806138428	0	0.0883899654	0	0	0.4321581778	0.2077633488	0	0.3966153952	0	0.5827061348	1.3851980592	0
K13018	0	0.1810272745	0.1773523541	0	0.2605771661	0	0	0	0	0	0	0.2123787413	0	0	0	0	0.147744142	0	0	0	0	0	0	0	0	0.1230352084	0	0.1483479907	0	0.11519389	0.0807548022	0	0.271546965	0	0	0.1148638938	0	0.1301844992	0.3055512973	0
K13019	0	1.5341450375	0.21349782	0	0.1338566815	0	0	0	0	0	0.2427963688	0.9281944773	0	0	0	0	0.2782821807	0	0	0	0	0	0	0.2202270768	0	0.6039333997	0	0.3386903693	0	0.3418959654	0	0	0.5097477794	0	0	0.2622434886	0	0.453263032	1.3831609283	0
K13021	0.0787628655	0	0	0.1721472052	0.224220821	0.9234459618	0	0	0	0	0	0	0	0	0	0	0.5018310331	0	0	0	0	5.5206248836	0	0.2055779739	0	0	0	0	0	0	0	0	1.2461871329	0	0	0	0	1.0789376476	0.0332570379	0.1745011082
K13038	13.8936485281	10.483006385100001	26.0092966912	34.241987909100004	42.395482812000004	17.212058576	15.1548636356	81.3888314592	26.557692151	5.2851784439000005	22.093619252899998	51.8288959794	175.4289421073	126.6702555146	1.4749164186	8.9454044835	17.1085846057	11.323786268900001	41.602099178399996	6.1851195591	87.4936134193	21.3298676501	3.3570806191	11.7347829952	27.864709771599998	18.097893287399998	6.8970000581	34.8658673137	43.5501764777	1.9499698759	49.420958315600004	5.7590369257	17.5988695226	25.6757663567	43.130048318300005	9.3521924804	44.5561223319	24.4329889115	15.4088572419	3.3472688554
K13040	0.1675141773	0	0	0	0.0711775845	0	0	0	0	0	0	0	0	0	0	0.0991394754	0	0	0	0	0	0	0	0	0	0	0.0626784243	0	0.6218752037	0	0	0	0	0	0.2765586674	0	0.283713075	0	0.0572078845	0
K13043	12.176373783999999	16.8358066891	5.4485292225999995	7.7555289525	31.6530077306	22.4483656554	3.6242597083	5.1329822346	30.8745190624	2.7196602687	28.6155856109	21.010699323	27.6847752144	0.2429860044	2.8865977067	0.5434664583	29.887656880199998	3.8480365369	7.467295392	27.0078806243	0.0877506447	0.8319564594	9.8008329191	20.4203672039	31.776802417	37.085828659600004	40.0401661528	35.7339549688	3.2132126004	20.4331833692	2.07644937	11.239840729700001	35.582597552500005	32.8061663859	1.9231114695	11.8695539986	3.4824060929	38.3547814139	43.9854268895	3.5363596496
K13049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0733175967
K13051	1.4400813785	4.9903535051	1.2504970089	16.6341948401	13.4241934412	7.4148502959	0.4352229114	3.0793088908	0.3553184653	1.3554205457	4.8645747727	13.6995207842	80.47698228780001	0.6347446346	11.1416067122	10.4605375704	1.2425787701	9.6974978921	0.8770716817	6.8109487337	1.4491049696	17.7037106302	2.0077886215	3.6004672631	2.5643755573	5.7879708265	2.2236454109999997	6.8140015232	7.9724812462	0.5672891707	8.9039004082	0.7139856315	3.5687453813	2.7461076988000004	21.3132187675	11.544696719100001	18.6385279131	4.8705249489	4.199047055199999	3.7549445977
K13052	0.9786809041	0	0.2130686455	2.1280287064	0.2493249703	1.6111733621	1.1146291731	1.7904010079	0.8899485436	3.0378801319	5.4769204162	4.4401129633	0.3038130968	17.2919166107	11.280189463100001	1.6944534689000001	0.8772269538999999	2.8551148129	4.8869402572	3.3023194164	3.7475565690000003	6.409109369099999	0.3751033647	1.6976733294000002	46.5303658452	0.232277232	3.4288088013	3.4221653229999998	2.4920420271	8.916420341	0.8639194611	1.9986039963	1.7544701081	0.6540174776	15.5465560555	2.02413926	6.2267413468	4.7434741316	0.7493472081	11.0331391728
K13053	1.209118236	0.172730381	0.7897114895	3.799636927	12.497327806200001	6.5817907471999995	0	2.3094816681	0.3289508257	0.7933060709	1.9332715262	0.6015016429	73.7872550626	0	1.2036762855	1.2797893756	1.012262236	0.7807667794	0.1116383484	0.5803938776	1.0436087754	13.243033804300001	0.7282378738	1.6543047487	2.5812677183	0.7891635044	1.8003831722	5.6891835112999996	6.1880805092	0	0	0	1.3722775062	0.4007844869	1.13123356	0.1674435571	8.8352536985	4.0423084627	1.2310631514	0.2717857489
K13057	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07245068	0	0	0	0	0	0	0.1811263307	0	0	0	0.2355227386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1069913066
K13059	5.4824401273	1.644659569	5.9347317281	14.7639803896	3.2551503913	3.4574950313	4.3872617044	47.8235692582	14.9803161741	5.6846046452	5.8415175829	16.9599247826	17.6471158803	15.663112066	23.0212762739	34.3554133796	3.8949141321	5.7108961555	4.6029933993	0.6751520617	30.0587241311	3.1308109384	2.4130479453	5.619234334	0.3255829909	1.8638314306	0.9718755099	16.830441612	6.2969248615	0.247431774	14.19313942	2.9654069141	4.5024489606	10.3777686256	0	8.3755950704	46.3505207064	2.8183860371	3.7150436216	71.8175110704
K13069	2.4833037613	0.5597468771	2.654842563	10.6359824138	30.105451600200002	12.2364746767	0	6.9038988563	1.3827471938	2.0301983769	3.4574962015999997	1.7738889166999998	199.3215043019	0.0863370603	1.2343333879	3.360414302	0.2181670074	1.4606388987	0.3838168901	0.5540958543	2.3155771696	17.953106752700002	2.2237277962	2.290100961	5.8508395469	2.2931135882	4.0490054858	13.741533859099999	16.279520106699998	0	0	0	0.5648851819	1.2139712383	3.6634359046	0.2630428308	18.3242074022	8.9509304408	3.1467113721	0.3984398877
K13075	0	0	0	0	0	0.1589341935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0319640401	0	0
K13243	0.8913610418	0.1477403644	0.916698164	3.3642872163	9.3693466191	3.5655180791	0.046422699	2.605647983	0.2872210453	0.7124600413	1.3981269038	0.6922762525	72.0571613355	0.0422793861	0.7199772497	1.0946597853	0	0.4211745032	0	0.317568143	0.8316040107	6.2197390832	0.6901428782	0.6579591095	1.7954576559	0.9492869538	1.3587467609	5.5274669834	5.1210384356	0	0	0	0.1918615557	0.3213753882	1.4160845372	0.155750031	2.2683724019	3.049610559	1.1874484523	0.1307614243
K13244	0.576696287	0.1547835719	1.1337000529	2.8728438375	11.3204301459	3.0845488633	0	2.6452739428	0.2386254394	0.6093265779	0.9105623517	0.5163579185	70.1541610386	0.1372770857	0.374807768	1.2350351481	0	0.4634009405	0.0857477527	0.4195688407	0.8516791296	8.8094992792	0.8390365354	0.7369751665	0.9435107722	0.8265610012	1.8166820103	4.8797195287	4.7661022345	0	0	0	0.216210444	0.4197771753	0.9774941054	0	6.8927370626	3.1339494534	0.9455612716	0.1461282101
K13252	0	0	0	0	0.5038024659	0.0965731036	0	0.0603630442	0	0	0	0	0	0.1048022119	4.6800512079	0.1643411168	0	0	0	0	0.2449916843	0.2537844569	0	0	0.1284506164	0	0	0	0.1141454125	0	0	0.1274853236	0	0	0.3278542993	0	0.0992102414	0.0282878525	0	0.48021731840000004
K13255	0.9790262048	0.3031178284	1.4211868896000002	5.3469190901	15.855543362599999	7.6047217841	0	4.3880151694	0.4741803309	1.038140157	1.9752198706	1.0178535614	82.1825505122	0	0.9541981095	2.0360751645	1.5550070945	0.8207478055	0.1259420118	0.6162417347	0.7174300756	19.0368083074	1.0082577494	2.5007918098	2.9118951917	1.1735444215	1.7522847002	7.1345596702	9.9314916324	0	0	0	2.0839815253	0.9248215893	1.7015638131	0.1888972629	10.2578665146	4.5494651404	1.6907204141	0.3986067816
K13256	1.1554507743	0.1586658207	1.6062634094	6.2220636781	16.5393913128	11.6233672904	0	3.7962472202999997	0.3525270299	0.9618987504	2.5305050802	1.2675559991999998	86.1534035865	0	4.6976857266	1.4468709011	1.6498206728	0.6356937016	0.1538223045	0.2822481228	1.1683339654	20.2952226658	1.4138983423	2.507345098	3.6294937284	1.3839112947	1.945631867	7.9193794432	9.4370947622	0	0	0	1.745362935	0.6024283127	1.1690133067	0	11.0275671381	7.7512012818	1.6510841938999998	0.5742079067
K13280	6.2802054696	0	0	5.2613019585	8.809541777	6.272555685	0	17.544855398	0	0	4.4878546428	0.3268011308	3.8936965856	0	0	0	4.4657626108	5.5600433477	7.2484697585	5.1606450691	0	4.8062081063	0	4.4712816255	0	3.7955301149	2.7290928062	0.9951323152	19.7656460372	0	1.7210393259	6.5418712054	0	1.9254604285	2.142039552	0	0	11.4577221094	8.2045640983	0
K13281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.926233513	0	0	0	0	0
K13282	0	0	0	0.1238569626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1272131796	0	0	0	0	0	0	0	0.0494991028	0	0	0.4232388304	0	0.0476506731	0	0	0
K13283	1.2605111927	0.2572883424	1.5393987608	6.5687214058	15.949854036600001	9.4557268583	0	4.519927208	0.3674883893	1.3521554776	1.7289723005	1.0672454255	88.2215206009	0	1.0931833352	2.1995699872	1.3714585117	0.7136475711	0	0.4413402344	1.2647614474	20.8978055154	1.4263593271	2.3603444118	2.2929627536	1.5113423082	1.9774999752	8.1818529544	11.408958875	0	0	0	1.9710564179999999	0.5058853138	2.0460891122	0.2244720789	11.0685537369	6.7245789826	1.819488892	0.5812274013000001
K13288	14.478171530400001	13.757888289	34.7939651797	69.6656427853	60.2544686231	22.7404374407	18.2287842169	112.6545297424	42.3675780413	6.4564690829	33.717444385899995	71.3713109046	178.4324500099	151.0204616708	50.5758150753	55.756528859599996	19.8740342594	28.676985064	45.2203155375	8.9804367442	128.9910186081	26.4000413051	22.560720237	22.475146657299998	30.9513959812	19.231412258	10.9777549957	56.7033805903	37.2376605635	0.4577346296	78.6439591102	6.263243053	26.552259565	29.0555116323	101.58631759869999	17.9608386344	86.04802306580001	23.0723673348	21.254797710000002	74.714777363
K13292	6.437722752	4.8510859962	10.045679979099999	19.7302578027	49.2965054922	24.7219819261	4.2749015834	9.8043446231	36.6266409372	39.020787727700004	12.2439132695	5.8592101605	72.05258486219999	14.489570228	13.6255967445	23.9218525321	4.8641053475	3.5289943982	26.212443924600002	10.1254740591	5.2990474338	18.3378504627	7.4813373203	17.2786404519	37.1208482715	4.2259295238	27.968465314299998	19.639710615200002	15.3542242586	38.009792332800004	17.6965668066	18.9047806948	25.146337034000002	22.2283195575	14.777961888	15.3576595202	14.956470346000001	21.2480382595	3.6496030401	49.249502323499996
K13301	0	0	0.2294453503	0.2616152597	0.8111840584	4.2821684292999995	0	0	0	0	0	0.5397069422	0	0	0	0	1.817825195	0	0	0	0	11.8180505875	0	1.0430992371	0	0	0	0	0.4867256851	0	0	0	1.610158764	0	0	0	0.0604344076	1.7561613904	0.1270012894	0.2395287361
K13327	0	0	0.0388357435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0598830687	0	0	0	0	0	0	0	0	0	0.2454547919	0	0	0	0	0	0	0
K13378	4.2803886281	15.6790209327	3.8800609578	13.4653737514	31.1914799195	43.191961812100004	3.2015423739	9.6084995795	17.8266696842	7.8084779882	38.6278541898	12.8775109148	104.7186205497	0.0917828423	18.273084667	3.2945987222	29.739279435	4.5394347728	10.9055936377	24.8405759557	2.7892869186	18.676682959500003	12.3599506281	9.7046008234	31.405076078999997	15.2006925888	37.4746590474	39.4686026532	20.2206034192	21.7472978675	0.8571808763	7.1019340646	21.4788346416	27.1330205618	4.6786282158	14.5560795995	22.7803257699	31.5119312594	29.779048857	5.9175090952
K13381	0.7579613486	0.2504571672	0.6587726109	1.2323248194	13.9225324454	3.6329985691	0.064154319	3.5230673553	0.6480640039	0.5716417042	1.4897062921	0.868269212	81.8887289014	0.1135192143	0.1615085209	1.3820622756	0	0.2668049793	0.0844562018	0.2082388573	1.0084715546	9.2151014355	1.032941403	0.6049145185	1.1866212422	1.1194028491	1.7375832717	0.0736202406	6.8373775045	0	0	0	0.3094485431	0.4703043821	0.9271144518	0.1235068941	8.6403818226	3.6583441902	1.4779637967	0.0719635979
K13408	0	0	0	0	0	0.39162823410000003	0	0	0	0	0	0	0	0	0	0	0.1298116643	0	0	0	0	0	0	0.3011900454	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2740028505	0	0
K13409	0	0	0.0489209392	0	0	0.9200820783000001	0	0	0	0	0	0	0	0	0	0	0.2452020259	0	0	0	0	4.7677294396	0	0.36996494850000006	0	0	0	0	0.162476603	0	0	0	0.690180907	0	0	0	0	0.4986567045	0	0
K13479	1.6724346289	0.3322099956	1.1517434325	5.029334646400001	13.9689968076	4.5729219086	0.3280189081	3.4636474185	0.5219671129	0.9258425208	2.1243734352	0.8573700694	74.0522686488	0.4117610765	0.7078561318	1.6700745472	0.2419835127	0.9597058597	0.5114596139	0.9413544567000001	1.01604428	3.8414802313000003	1.1786026659	1.2235447918	3.1834285773	1.7321550257	2.3016105117	6.5742373984	8.736703749	0.9351514815	0.6594064883	0.4188173688	0.1392039845	0.9180317585	1.7870304887	0.5398525293	10.8833732416	3.6302453518999998	1.6661474538999999	0.1702446075
K13480	0.8082391561	0.3139761709	1.1688888879	3.431762336	10.6057268343	3.4351441846	0	3.4025898091	0.2790395222	0.3460827693	1.1139205715	0.9647329531	61.2004406533	0	0.4257635069	1.4673609535	0	0.3870596091	0	0.3351163512	0.4979606072	2.6896978069	0.6498337962	0.6134421899	1.9671959654	1.2519111237	1.6555504995	5.660656133	7.0099422144	0	0	0	0	0.3576349349	1.4736605028	0.1826197103	8.0156230142	4.0567613806	1.3231813232	0.2371351187
K13481	0	0	0	0	0	0	0	0	0	0	0	0.1164444852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13483	0.247252459	0	0.7151844581	2.6014592897	0.8618071987	0.3423805345	0	2.7577174817	0.1219462396	0.5081851237	0.3407649808	0.5194222081	45.2825040593	0	0.2604948628	0.3722483245	0	0.3552219888	0	0	0.2176194362	1.330035917	0.353411356	0	0.1245092481	0.4787229459	0.0942246856	2.3859109446	0.5475181987	0	0	0	0	0.4133111067	0.6709801851	0	4.9702924994	0.341914788	0.2142958118	0.0725431833
