# Gene Family HUMAnN v4.0.0.alpha.1 Adjusted CPMs	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
K13497	10.7957566124	0.3174100149	1.2430932577	4.7403285828	15.7138022821	14.621536175300001	10.1135318652	6.4261636214	0.4468103475	0.5304131012	2.3314244537	2.1433303110999997	71.7910847241	0.0836867658	0.8603051372	1.3507493589	3.2514830784999997	1.2991780911	0.8029613826	8.4499622798	0.8787193101	13.4600042064	19.0979318813	1.3594107072000001	2.0870428898	2.840625443	4.9553038015999995	6.902012645699999	7.4205364712	0	0.5022754827	4.0603100961	1.1587505134	0.6425562139000001	1.6462953271	0.1420319433	7.2205995188	4.8103520086	2.1605239021	0.4294352573
K13498	0.8378454201	0.1030672191	0.7087604220999999	2.674617597	7.8084047524	3.5471354532	0	1.4505835271	0.4876683721	0.4544266974	1.012096132	0.6122625862	42.4792875259	0.0866946212	0.6212346132	1.1202256307	0.3441676154	0.5294079778	0.1011052857	0.46101825409999997	0.749204368	5.0277132104	0.6785297724	0.6992396476	1.3546125994	0.9203745364	1.5874910618	3.7679163633	4.0085911424	0	0	0.5959432983	0.1364716749	0.3043673624	0.8906256873	0.1220205922	4.6809244591	2.7573695575	0.7784072656000001	0.9518674838
K13500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9573248863	0	0	0	0	0	0	0	0	0	0	0	0
K13522	0	0	0	0	0	0	0	0	0	0	0	0.166243787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13525	0	5.6342332733	0.1573989074	8.4987938363	0	0.6748705708	0	0	0	0	3.5404884473	13.0863658761	0	0	11.378372824	9.2870383915	0	11.1437382673	0	7.4646860115	0	0	16.6958113876	2.6592587038	0	5.8883604686	0	0	0	0	10.7873432959	0	2.1450217748	0	19.862279479	8.7705355552	11.4422478391	0	3.2750757033	0.0370243982
K13527	5.5993594713	6.2144215322	6.8498230965	21.775513841	3.9774175289	1.3340356356	3.3444155075	47.3998229055	13.0455970018	5.3598378244	8.0011898488	17.7526428431	15.7860507721	15.4182413418	30.9267472055	40.5962672537	2.4910147935	13.541214369999999	3.7921847824	5.2077433417000005	28.2210909382	2.977932648	3.0749770131	7.0739056927	0.688549229	5.345436299499999	1.3580290741	16.6506166356	5.9750129088	0.1625680886	22.2428688062	2.525086832	6.2260742309	6.0335011239	14.4241443135	13.220503201500001	33.0584473034	2.2240234752	6.0180193844	70.4768021145
K13529	2.3784100852	0.1953941379	0.403932273	0.6530325113000001	3.2923438345	0.3187226861	0.4068203694	0.42931938999999997	0.3183097185	8.9407529084	0.0844328327	0.5965817407	4.7625202022	0.082910272	0	1.2731113002	2.5363682791	0	3.1239046246	2.9771498299	0	0.0624824684	0.4667171983	0.2024420387	2.1507945080999997	0.1908541737	0	0.2710299449	5.7287863406	2.5872223833	0.2588874782	0	1.5178259606000002	5.2071694525000005	0	12.307218644499999	0.1144660845	0.1700672416	1.9505942377999999	1.1067811732
K13530	0	0	0	0	0	0	0	0	0	0	0	0	0.1482581812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2126725265	0.4194315472	4.5353268567	2.4780205226	0	0	0	0	0	0	4.0386036415	0	0	0	0	0	0	0	0.0438736497	0	0	1.8811780887
K13542	6.488448932	3.7523253172	3.8302204309	5.849559339100001	2.7865112172	3.5140657444	10.8669678513	10.3358211959	8.2136341473	11.957640162	3.2263023829	5.9670901009	3.3490042855000004	25.2915967098	16.8534305383	6.8090626175	4.1754561832	8.113604221300001	11.392926663899999	5.2155518845	19.1763034997	7.1794440849	11.027713023999999	4.9827781259	8.4586709741	5.0663020339000004	3.3923654024000003	4.4581877946	20.9883801352	8.8667983548	12.461725383300001	7.078419352	4.4566460592	11.119094739400001	13.1691646962	11.9427622094	25.455043714200002	3.0613790206	3.5512388977	6.2707533313
K13566	4.639153977	4.5765551001	2.3171300495000002	6.810639531700001	17.8232686337	10.9459504054	0.8897832758	6.305228723500001	3.9899563305	7.8304996604	3.0683611807	4.7267665893999995	89.12588718239999	10.3460619742	2.7030789861	2.4270000187	9.3682514642	3.2883663593	6.6921454864	22.9903240716	2.1791966037	19.9073845988	6.2979424712	4.3520670094	30.7825043913	11.0756132408	5.7133475364	11.0511960522	15.945937168599999	11.3252993513	1.0494253085	2.8859461848	8.8971420641	7.3993008052	9.7625413227	12.9428828568	12.8565805463	8.6784596827	5.2284025269	5.6879672502
K13570	0	0	0.1013098251	0	0	0.0778922915	0	0	0	0	0	0.297048007	0	0	0	0	0	0	0	0	0.3514391492	0	0	0	0.5026828599	0	0	0	0	0	1.1840020007	0	0	0	0	0	0.0872122549	0	0.2995711477	0.3042314895
K13571	5.2745986223	10.625050310799999	6.5135576775	43.301964202600004	3.7313230124	3.6758122987	3.5196903869	75.6118981578	12.8923332828	4.906830822	23.2892930779	40.1220138785	67.0321223056	15.388780276899999	30.937854790699998	42.067054798	5.2429071662	15.459426387699999	31.0752983365	6.8515989506	27.245788560500003	2.6585254405	3.3150427959	7.3143902025	0.6167629073	10.6475068384	4.8314308896	28.6603518374	23.5025258039	0.3400567987	70.7185830185	2.3684760647	19.8086211613	11.6398569845	17.5225975561	14.5371172046	63.94220758989999	14.0718993362	5.995564759	65.9325090105
K13574	1.2096801907	0.2070388582	1.325677444	4.0181174102	11.5637109397	4.3899071006	0	2.9503196976	0.2534711805	0.7824351531	1.4756178329	0.54527489	77.6900138515	0.1251382755	0.6016124687	1.6182718296	0.026296023	0.4785576918	0.2150557299	0.3814516608	0.7790171962	8.9157853285	0.9437346735	1.185485023	2.6479307314	0.594265309	1.8633006999	5.5618798271	6.9415928026	0	0	0	0.2169026866	0.5053454149	2.0702057065	0.0774136061	9.3036953814	3.341396357	1.546611982	0.2233844875
K13590	0	0	0	0	0	0	0	0	0	0	0	0.1749734835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K13620	0.8166355158	0.16203011	0.832839415	3.7262933191	11.1098571043	5.049279254	0	2.5176014692	0.370287646	0.6965360881	1.0716815014	0.6213277302	66.2195693743	0	0.7744841371	1.0305909838	0.1199463795	0.4314501686	0.1131004035	0.3574086768	0.8149837707	6.5941489938	1.1688919422	1.0411510024	1.9848684301	0.8964075966	1.6451418565	5.3554749365	6.2575764442	0	0	0	0.1851396891	0.3568171437	1.7296844499	0.1130909712	6.5799643613	3.6520757610000003	1.2170603317	0.1407319659
K13626	1.991824965	2.241605086	0.5474766072	1.5621607422000001	1.1610341134	3.0994201551000002	1.9691355207999999	1.3285307933000001	1.1164545944	4.9143611125	1.0421893402	0.4580747017	1.4344530418	0.4030618819	1.1024190045	2.3279184413	1.6048724793	0.1158690218	0.548182276	2.2644512453	0.1449010646	2.7174682097000002	0.8227606301	0.8185112036	4.1393850878	3.246062163	2.0543459926	1.5611501092	0.8415231523	5.9632383209999995	0	4.7622357777	18.5919289982	2.096913136	2.1125498375	6.1800764704999995	2.0561902412	2.7269991452	2.331137358	8.3622691621
K13628	1.5287266325	0	1.2799772754	5.14375849	17.7875557399	13.7962826698	0	4.0118995834	0.6031809426	1.1782635083	2.1069011953	1.5327677159	90.0111402116	0	1.140843454	1.8277079918	1.1995769015	0.7320956036	0.1535293096	0.2112828805	1.2109588969	23.2067758414	0.9559777179	2.9348311558	3.5283549311	0.8879626756	1.7477333114	6.6618137711	11.1430382348	0	0	0	2.3227179123	0.2254803113	1.9446443579	0	9.4807196381	7.3207393345	1.5825915776	0.4859011503
K13629	0.823032963	0.3204898341	0.5023740358	1.664642041	10.8180615803	4.1414342794	0	0	0.3773051523	0.3564739845	0.5315982831	0.6445616972	65.9459805819	0	0.1501849732	0.6974246301	0	0.5387583289	0.1016857286	0.1347805104	0.3663657068	2.5950593159	0.3718584479	0.5324106435	0.4437758133	1.0891047675	1.6184417141	0.0350179445	4.1312911236	0	0	0	0	0.4646146028	0.954066799	0	5.9430043302	2.2356368350999998	0.601283889	0.1320298138
K13630	1.5086118084	0.0989772501	1.3575516557	5.4091111105	19.5898190968	7.5546725207	0	3.3432496528	0	0.9818862569	2.2573941378	3.2845022483	95.282947421	0	0	0.8461611073	0.9996474179	0	0	0.3521381341	0.1681887357	15.3318038592	1.1949721474	1.0237783102	2.2453167743	0.7399688963	2.3667221925	1.586146136	4.7604751952	0	0	0	1.814623369	0.1879002594	1.2964295719	0.1727060689	8.8881746607	5.904538092799999	2.0242450411	0.2803275867
K13631	1.6065187698999999	0.3959090003	1.894143502	5.8718148087	18.4413188925	13.448080261	0	4.3462245487	0.904771414	1.1128044245	2.2573941378	1.0875755142	101.3677636808	0	1.5434940848	3.3846444292	1.2457239155	1.0981434053	0.2302939644	0.5634210146	1.8164383454	22.154125541200003	1.4339665769	4.4887828733	4.9396969036	2.2939035787	2.0390221966	9.586761044600001	11.4251404686	0	0	0	2.0351853254	1.0522414528	1.6205369649	0.1381648551	13.7720322924	7.9031185655	1.8697069968000002	0.40495204240000005
K13632	1.2882046931	0.1768955108	0.924290489	4.0736621611	10.9119460416	3.6152166968	0	2.365171297	0.1684414866	0.8774302721	1.8491420065	0.543534651	71.5464658786	0	0.6496667979	1.0586015555	0	0.763248608	0	0.4195688407	0.601185268	6.2795154104	0.4576489075	0.9155229551	1.3854082225	1.2122894685	2.0607139221	5.5811669859	5.4094603874	0	0	0	0	0.3917920303	2.1722091231	0.2572218047	5.8124184502	3.3234440715	1.3977862276	0
K13633	0.0964409375	0	0	0.4797149776	0.7513903215	2.3465418352	0	0	0	0	0	0.0942164911	0	0	0	0	0.9176016574	0	0	0	0	7.5179299745	0	0.7299859395	0	0	0	0.0731231754	0.2080838395	0	0	0	0.8834099014	0	0	0	0	0.8879536251	0.1153775074	0.2343448038
K13634	0.843799825	0.2684128816	1.0189855043	4.3847185299	13.2148271196	7.8992194205	0	1.9655972664	0.5111702904	0.8459754473	1.5942048996	0.6804053622	73.4645324551	0	1.012029375	0.860502821	0.9318747116	0.4498045022	0.1626369805	0.3879487918	0.9692232226	11.7971025457	0.9982212854	1.4749348536	1.8484448021	0.7211561278	1.3885593046	5.6624174695	7.8145904806	0	0	0	1.5839509068	0.3821700192	1.3184029545	0.1024527527	7.2293362705	5.4658179066	1.1072526804	0.1900526012
K13635	0.8339375333	0.2073338904	0.9902340631	3.6255017064999997	10.447089311400001	5.2084885391	0	2.4256276705	0.3948503677	0.5570551707	1.0836617744	0.5733545072	67.0604626209	0	0.7468114879	1.3441511854	0	0.3993663673	0.1005023536	0.3227201105	0.8367494456	7.6033373253	0.4618969647	1.1318579820999999	1.6237951735	1.1302517432	1.2076503035	4.3868708203	6.1402083774	0	0	0	0	0.4100068005	1.4002894223	0	6.8839182804	3.5279984186	1.003862169	0.1060258121
K13636	1.1940771392	0	0.4322851156	1.2210576399000002	10.3489310139	7.6868654935	0	0	0.1660856617	0.4806436223	0.939265393	0.479458132	61.9860601609	0	0	0.6958639596	1.7757177789	0.5733895636	0.0751542075	0	0.5763110523	11.0649291713	0.4178224292	1.7326612644	0.3768583726	0.9598897222	1.3902424068	0.10074872500000001	4.7107191194	0	0	0	1.7701358283	0.4598957398	0.7774044461	0	5.7611457875	3.3369602595	0.5231081242	0.3038389327
K13637	1.6462669274000001	0.2641680505	1.6469430832	6.243193532099999	15.4095274083	9.559827480800001	0	3.6756915052	0.343013426	0.8933973741	1.6203421238	0.9604281775	81.7624675843	0	0.7327264512	2.0530772101	1.2315656188	0.8659536385	0	0.4058437768	1.1222298655	21.0417956605	1.4592825899000001	2.7804328482	1.9262249624	0.6957246556	2.0098680664	7.9255972718	9.224046812300001	0	0	0	1.9883139601000002	0.4103194573	2.3198674749	0	12.0222924653	6.8083859608	1.5327135674	0.45174231889999994
K13638	0.686227754	0.2251107132	1.3722543813	5.1066194395	14.4059427799	6.5022715093	0	4.5939508993	0.3334371186	0.7443903031	1.663843453	0.4150093094	65.1821676429	0	0.3815732512	1.2402216952	0	1.0175336006	0.242487628	0.5339278568	0.8500513717	8.4093459795	0.9490753517	0.517433081	2.5128093864	1.3557191873	1.6562454666	2.6304544448	7.7527193312	0	0	0	0.3209983577	0.1899352803	1.1876137324	0	8.2615507864	4.0066982014	1.3951147313	0.2597499901
K13639	0.2533973767	0	0.1599685303	1.3437315513	1.7933916126	7.688091988899999	0.2712777569	0	0	0	0	0.2472205993	0	0.064430642	0.1165655259	0	1.832968716	0.1590359735	0	0	0	9.5417408031	0.1156424659	2.1576403095999996	0	0	0	0.1119256346	0.3583153373	0	0	0	1.761940755	0	0	0	0.1153452403	3.1602812118	0.1869903777	0.1265995553
K13640	14.5687285841	18.1204158139	5.5002100513	40.495584809600004	11.1989584251	5.5911925577	0.7947736823	102.5240144992	9.6086072942	2.5821462358000002	26.4717061482	64.2920702267	76.7225637372	2.9722594525	2.1540243011999998	0.2913013648	13.8862351899	9.1636220404	52.3204597506	7.070879115	1.44711124	12.1047399872	2.2038420751	11.3376705326	10.5588370622	19.263467340200002	5.0144431737	33.3869663633	61.3407665308	0.6459591805	74.3365093672	8.5460621754	18.740286799699998	19.906153603299998	0.6508714039	1.2386705761	44.8062615705	29.8709707859	13.866195478	1.3731263012
K13641	0.9893755942	0.3177228294	1.2852560054	5.801946521600001	15.8834925654	5.697429357000001	0	4.6519884685	0.4098908957	0.8981257429	2.5907716252	1.0014384731	83.7192578126	0	0.6601643725	1.2967794485	0	1.0423698497	0.1589800543	0.4740321036	0.887263419	12.285958344	1.0429490636	1.2191442895	2.1423510643	1.1302039726	2.1868211428	7.3705348367	9.8589722979	0	0	0	0.2066952654	0.8171993531	1.3088952409	0	11.6686384676	4.7125681371	1.8579172143	0.1548160242
K13643	1.7368051911	0.4075533827	1.3358415388	5.8542855249	15.2731213246	11.6190853508	0	3.7427188209	0.3104607793	0.8423043871	2.2075986789	0.7497138152	78.6436073574	0	0.8950477207	2.020831821	1.1333870951	0.6782650445	0.0790224388	0.3262456243	1.1080669645	16.8942866805	1.4736828523	2.828602378	2.5424910533	1.2187722999	2.0989934377	7.184130456	8.9616352999	0	0	0	1.2243806297	0.4642241703	2.3688437398	0	10.452935412	7.1334688152	1.4006569488	0.4397856358
K13650	1.3828941577	0.5567470317	1.9393595082	6.5700288253	16.2840371242	7.0676409964	0	4.8320405139	0.3534263336	0.4091192737	2.3514522269	1.4825878204	105.3557812737	0	1.0485693511	1.3750117994	0	0.4575597522	0.2398895463	0.5502158346	1.3575490364	10.6712839361	1.600409126	0.8531485918	4.3102063079	0.5781007003	0.6827083248	8.3024836805	8.9258909911	0	0	0	0.2268279211	0.7046259728	2.1269547664	0.2158825861	11.3017738143	4.095231404	1.4951809963	0.2336063223
K13651	0.6659637713	0.2340678211	0.3210426213	1.2067751713	15.8445583159	4.0135582091	0	4.1508251602	0.6240681206	0.5418066057	1.4235818887	0.2589134655	78.4316774391	0	0	1.9210144058	0	0.3462614341	0	0.2498277303	0	8.8996035915	0.9688963357	0.3228129807	0.6826976679	1.312444833	2.5832206883	7.4082670033	10.5084897418	0	0	0	0.085826781	0.0888717443	0.7664701861	0	8.5530224068	4.5364460033	1.3926010111	0.2209789535
K13652	1.7675907318	4.6656726948000005	2.4313973290999997	2.1805226764	10.0626836193	7.9041868296	1.5154358212	5.6821661557	4.6368708434000006	1.1111702898	18.0153921908	6.6436327136	16.361159825599998	0.1480063891	1.8686761214	0.7273352826	9.3550206647	2.2513407337	1.4285662499	25.3752881092	0.3027397242	0.2890980286	8.3580647044	2.4802142412	14.5440693024	11.8614787159	11.3610632983	7.916996109399999	1.0594221406	10.3245393128	0.638245548	3.2716754725	13.7994907608	6.9984263066	1.6935009058	7.1812248284999995	3.9841647662999997	9.9411578886	9.074394849699999	1.5720589957
K13653	0	0	0	0	0	0.0900869944	0	0	0	0	0.1664511127	0	0	0	7.5834337734999995	0	0	0.8637082963	0	0	0	0	0	0	1.5517704082	0	0	0	0	0	0	0	0	0	0	0	0.2663847097	0	0	0.2249046541
K13654	0.7081040596	0.2144188009	1.0897174799	3.9520603055	3.3688481101	3.5827680271	0	2.6311116103	0.204171499	0.2880452914	1.9357903045	0.7658897355	64.0592590547	0	0.4997436907	0.9165825492	0	0.3469311854	0	0.2860696641	0.751481585	5.9445450166	0.7627481792	0.5775667449	2.214915967	0.6261825767	1.3064334674	4.6307337021	5.5622430285	0	0	0	0.1719855804	0.1780872865	1.1628998336	0	6.6676961519	2.9418045609	1.0464709725	0.0632589654
K13655	0.8382873308	0.1402511641	0.7338355791	1.7643346148	15.433922252	4.335165536700001	0	5.3189985305	0.6912084246	0.3246452536	1.5993683163	0.723979353	74.6994430895	0	0.2377323225	1.9663824923	0	0.1556073651	0.2719395666	0.299388697	0.5719778865	7.6532053677	1.0643476616	0.6769924048	0.7244685341	1.1563886396999998	2.1669770308	7.664834471500001	6.6956451239	0	0.36426184	0	0.23894989909999997	0	0.8266706784	0.2936702386	9.2360249511	3.1897178789	1.2255734607	0.1324084418
K13668	0.1405079625	2.5060936158	0	0.1081348488	0	0.0625579618	0	0	8.8564481238	0	0	3.1798489904	0	0.2312599829	0	0.2364273682	0	0	0	0	1.8511423351999998	0.6789652444	0	0	0	0	0	1.2828513177	0	19.4979876632	0	0	0	0	0	0.1396887322	0	4.7855513362	0.0519941851	0
K13677	0.7402067284	0	0	0	0.1922365425	0.0371779273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8471606524	0	0	0	0	0	0	14.9134058419	0	0	0	0	0.1036815722	0	0
K13678	0	0.0386642529	0.0231667762	0.0672041808	0	0	0.0564312399	0.0681326757	0	0.0533551101	0	0.1023014303	0	0.0301624784	0.1421524501	0	0	0.0676250752	0	0.6291098916	0.8915855908999999	0.0340716408	0.5195531076	0.0852068647	0.2422885924	0	0.0356029838	0	2.8041489664	0	0	0.1057110367	0	0	0.0622852081	0	0.2893906721	0.0254978864	0.2284487071	1.3998436612
K13683	1.024280902	0.127445623	1.0442705044	4.8025815891	10.6171578082	3.9626075115	0	2.8368840017	0.6398710878	0.5555265054	1.4753593236	0.9825434076	68.1846807741	0	0.6088014694	1.7036420957	0	0.4284840489	0.1347874374	0.3091513719	0.6496922733	6.9340402069	1.0191234033	0.5792279737	1.952449369	1.2126580576	1.7261789081	5.6049108317	7.1410076322	0	0	0	0.0849656427	0.5938653684	1.2709562484	0.0808657179	7.9048137768	3.2880213816	1.3247757528	0.2187617734
K13684	1.1261667194	0.1749925188	0.9016479659	4.390510718	10.634211433	3.9912330767	0	2.6127789025	0.2345155092	0.6322404492	1.6013631629	0.8602999341	73.4331705037	0	0.8898616607	1.1524888421	0	0.6591599798	0	0.3343500525	0.6167444751	7.1417599829	0.938986533	0.6480417741	2.2054093668	1.0538846068	1.370696559	6.3291904689	6.557755388	0	0	0	0.1307072024	0.4921615775	1.5917341563	0.090472777	8.5295179036	3.6850342193	1.2652607409	0.1774446527
K13694	2.2570898917	3.3751351563000003	2.3288212147	6.4473655357999995	12.9762546852	9.0474948504	0.6131270253	5.6031655223	1.5422528288000001	1.7240500588	6.2129239102	4.0466111757	78.6201279693	0	1.3303483063	1.4461607303	6.5440181495	2.9416176119	0.7741227111	10.8979518973	1.2674509986	13.4330150943	7.3804479632	3.2732632593	30.4452661991	7.2721961627	9.9486245987	12.4414938677	8.8834997066	3.0643473552	0.155667453	2.1397679921	11.3058973156	3.5953909504999997	3.1402250053	4.3540426772	9.949195964500001	6.8675952466	14.218315110599999	1.5353630727
K13695	1.180791099	0.3946561237	0.9666111473	3.1198957086	10.588421208	4.2954100660000005	0	2.3606410721	0.4175500987	0.6525193479	1.9585513485	0.5658952538	71.288029882	0	0.6317962166	1.4245497123	0	0.4865192302	0.085024143	0.1170079243	0.5961119746	6.4838180877	0.6806803371	0.6425612812	1.7408310434	1.393295865	1.3711779012	4.9190608014	5.8975882342	0	0	0	0.1607894124	0.2497408511	1.0051431807	0	7.8923367268	2.6233103535	0.8968174233	0.3311887101
K13727	0	0	0.0778064539	0.0655426293	0.7457934494	0.6515767456	0	0.1009513881	0.1513848699	0	1.2543092529	0	0	0	0.3237252265	0	0.0893693521	0	0	0	0.7527515779	0.0840449292	0.246858738	0.0823105696	0.839340702	0.28738738750000004	0.0878223116	0.1278047394	0.3964355948	0	0	0	0	0	0	0	0.0657979253	0.8397072972	0.0592257167	9.4009129245
K13732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2833571432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2531203966	0	0	0
K13735	0.2641968631	0	0.5871024835	1.147376664	3.892345072	2.2556453363	0	3.5676321291	0.1576144741	0	0.7582043485	0.5746580640000001	7.0772864205	0	0.2490799551	0.4326332465	0	0.1676293672	0	0.2180842704	0.394247568	1.6916348766	0.3195755851	0.4482702045	0.5963775587	0.1079897095	0.9216644185	4.718533609	2.7025899053	0	0	0	0.0785336641	0.0888850663	0.8847910182	0	1.6583361171	1.686807928	0.3658018128	0.1413015461
K13745	0	0	0	0	0	1.4789014376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072532452	0.2628060154	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3430677632	0	0.0646072024
K13747	4.7198991305	10.6086742438	5.9834990346	6.3896528323999995	26.9373379473	24.3489049019	2.1435711519	3.8676250122	29.971618226500002	22.1560663124	16.4521723688	15.043088683999999	16.5903888968	0	3.5009280602999997	21.0051958059	13.0612794633	3.3835528799	10.5893146036	11.4361064982	0	0.3236173877	9.8219529438	15.387166336	8.7858627711	14.8391101763	24.841631151999998	17.0843586712	0.9650832161	12.420398933	3.3466245789999998	9.764522290099999	34.9592799015	3.9097183407999996	1.3484757571	5.502900969500001	2.2875836056	13.0580092724	17.2076958006	6.167009491
K13767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0591432802	0	0	0
K13771	1.372455508	0.1500738088	1.4212634663	7.4537886721	16.8811906802	8.1857205973	0	4.541146866	0.3334371186	1.9436857913	2.8047646779	0.6916821823	99.9879381988	0	0.7631465024	2.5659759211	0	0.8787790187	0	0.8898797613	1.6576001748	10.6107454506	1.3804732389	1.6816575131	2.4722802028	1.7764596248	2.7604091109	6.8392723244	12.0300817209	0	0	0	0.4127121742	0.5223220208	2.7028450461	0.2182206647	12.5726774618	5.0702045141	1.9996644482	0.2833636256
K13787	4.3785685137999995	11.8819555128	5.8485850419	41.7399410588	2.9513416899	4.0857793296	2.9716792206	68.01800203089999	11.9527025702	4.4464512605	23.275446403	42.1010609665	66.0035940754	12.5200756258	29.1346098388	37.3384282622	4.7634076329	16.2247297432	28.4688082663	7.8059150381	25.1351216835	2.1414384405	21.322875452	6.191014364	1.1345120421	12.2151894013	5.3265107278	25.4588638888	21.1239535782	0.2466370253	68.1112547962	2.9881666866	20.9547550805	10.349423973599999	20.0177484317	14.4138497171	59.5392262265	13.2617605347	6.2192846107	53.6245919272
